"GameName","AchievementName","AchievementPageURL","Gamerscore","TAScore","TARatio","DLCName","Unachieveable",
"For Honor","Legendary Hero","https://www.trueachievements.com/a229459/legendary-hero-achievement","30","82","2.76","","",
"Hades","Haste of Hermes","https://www.trueachievements.com/a331018/haste-of-hermes-achievement","25","69","2.76","","",
"LEGO Marvel Super Heroes 2","A Hero's Job Is Never Easy","https://www.trueachievements.com/a244145/a-heros-job-is-never-easy-achievement","25","69","2.76","","",
"Astroneer","It's A Dry Heat","https://www.trueachievements.com/a268056/its-a-dry-heat-achievement","10","27","2.76","","",
"Fallout 76","Breach and Clear","https://www.trueachievements.com/a263650/breach-and-clear-achievement","20","55","2.76","","",
"Surviving Mars","Multitasking","https://www.trueachievements.com/a338437/multitasking-achievement","20","55","2.76","Below and Beyond","",
"Forza Motorsport 6","Volumes Closed","https://www.trueachievements.com/a205270/volumes-closed-achievement","20","55","2.76","","",
"Fortnite","Liberation!","https://www.trueachievements.com/a236842/liberation-achievement","20","55","2.77","Save the World","",
"Surviving Mars","Mysteries of Mars","https://www.trueachievements.com/a338438/mysteries-of-mars-achievement","20","55","2.77","Below and Beyond","",
"Opus: Echo of Starsong – Full Bloom Edition","Clan Edict: Leave None Behind","https://www.trueachievements.com/a368588/clan-edict-leave-none-behind-achievement","10","27","2.77","","",
"The Elder Scrolls Online","Waking Flame Scout","https://www.trueachievements.com/a338549/waking-flame-scout-achievement","30","83","2.77","Waking Flame","",
"LEGO Marvel Super Heroes 2","Journey through time and space","https://www.trueachievements.com/a244150/journey-through-time-and-space-achievement","25","69","2.77","","",
"theHunter: Call of the Wild","An Experienced Senior Warden","https://www.trueachievements.com/a258798/an-experienced-senior-warden-achievement","40","110","2.77","Vurhonga Savanna","",
"VALORANT","They're super dead!","https://www.trueachievements.com/a435793/theyre-super-dead-achievement","100","277","2.77","","",
"Tom Clancy's Rainbow Six Extraction","Unflinching","https://www.trueachievements.com/a330354/unflinching-achievement","25","69","2.77","","",
"HITMAN 2","Mission Complete","https://www.trueachievements.com/a263332/mission-complete-achievement","20","55","2.77","HITMAN Legacy: Colorado","",
"Goat Simulator","Survive for your life","https://www.trueachievements.com/a217686/survive-for-your-life-achievement","30","83","2.77","Goatz","",
"Generation Zero","It's Been Fun","https://www.trueachievements.com/a306805/its-been-fun-achievement","15","41","2.77","FNIX Rising","",
"Ryse: Son of Rome","Double-Down","https://www.trueachievements.com/a181889/doubledown-achievement","10","27","2.77","","",
"Cities: Skylines","The Waters of Our Lives","https://www.trueachievements.com/a296009/the-waters-of-our-lives-achievement","40","111","2.77","Sunset Harbor","",
"Batman: Arkham Knight","All Snug in Their Beds","https://www.trueachievements.com/a203327/all-snug-in-their-beds-achievement","30","83","2.77","A Matter of Family","",
"Astroneer","Research Scientist","https://www.trueachievements.com/a268040/research-scientist-achievement","25","69","2.77","","",
"Halo: The Master Chief Collection","Skulltaker Halo 3: Fog","https://www.trueachievements.com/a193359/skulltaker-halo-3-fog-achievement","5","13","2.77","","",
"The Escapists 2","Oh What A Knight!","https://www.trueachievements.com/a251819/oh-what-a-knight-achievement","75","208","2.77","Dungeons and Duct Tape","",
"Immortals Fenyx Rising","Wardrobe Warrior","https://www.trueachievements.com/a320547/wardrobe-warrior-achievement","50","138","2.77","A New God","",
"Moving Out","SMASH!","https://www.trueachievements.com/a322014/smash-achievement","50","138","2.77","Movers in Paradise","",
"Just Dance: Disney Party 2","I've got some pages to turn","https://www.trueachievements.com/a209280/ive-got-some-pages-to-turn-achievement","20","55","2.77","","",
"Opus: Echo of Starsong – Full Bloom Edition","Chapter 3: Part One","https://www.trueachievements.com/a368563/chapter-3-part-one-achievement","10","27","2.78","","",
"Bridge Constructor Portal","Convoyability 10","https://www.trueachievements.com/a287102/convoyability-10-achievement","10","27","2.78","Portal Proficiency","",
"Halo: The Master Chief Collection","Pour It On","https://www.trueachievements.com/a201858/pour-it-on-achievement","10","27","2.78","Halo 3: ODST","",
"EA SPORTS Rory McIlroy PGA TOUR","Special Delivery","https://www.trueachievements.com/a202232/special-delivery-achievement","75","208","2.78","","",
"Injustice 2","One Step Ahead","https://www.trueachievements.com/a233251/one-step-ahead-achievement","15","41","2.78","","",
"Gears 5","Ben Would Have Loved This Thing","https://www.trueachievements.com/a315316/ben-would-have-loved-this-thing-achievement","5","13","2.78","Operation 5: Hollow Storm","",
"PowerWash Simulator","Squeaky-clean strides!","https://www.trueachievements.com/a469387/squeakyclean-strides-achievement","10","27","2.78","Wallace & Gromit Special Pack","",
"Call of Duty: Black Ops 4","No Obol","https://www.trueachievements.com/a271117/no-obol-achievement","15","41","2.78","Ancient Evil","",
"Forza Motorsport 6","Working Artist","https://www.trueachievements.com/a205265/working-artist-achievement","10","27","2.78","","True",
"Opus: Echo of Starsong – Full Bloom Edition","Reliving the Past","https://www.trueachievements.com/a368574/reliving-the-past-achievement","30","83","2.78","","",
"PAYDAY 2: Crimewave Edition","Private Party","https://www.trueachievements.com/a235481/private-party-achievement","20","55","2.78","Butcher's Mod Pack","",
"Halo: The Master Chief Collection","I Need a Hero","https://www.trueachievements.com/a193418/i-need-a-hero-achievement","20","55","2.78","","",
"Halo: The Master Chief Collection","Skulltaker Halo: CE: Recession","https://www.trueachievements.com/a193178/skulltaker-halo-ce-recession-achievement","5","13","2.78","","",
"Terraria","Slayer of Worlds","https://www.trueachievements.com/a194966/slayer-of-worlds-achievement","75","209","2.78","","",
"Halo: The Master Chief Collection","Hero","https://www.trueachievements.com/a193293/hero-achievement","20","55","2.78","","",
"Hades","Nyx's Mirror","https://www.trueachievements.com/a331002/nyxs-mirror-achievement","25","69","2.78","","",
"Halo: The Master Chief Collection","All Ears","https://www.trueachievements.com/a201815/all-ears-achievement","5","13","2.79","Halo 3: ODST","",
"PowerWash Simulator","The Art of Cleaning","https://www.trueachievements.com/a469388/the-art-of-cleaning-achievement","10","27","2.79","Wallace & Gromit Special Pack","",
"HITMAN 2","Two for One","https://www.trueachievements.com/a278976/two-for-one-achievement","10","27","2.79","Siberia","",
"Brotato","Streamer","https://www.trueachievements.com/a422919/streamer-achievement","15","41","2.79","","",
"Generation Zero","End of the Road","https://www.trueachievements.com/a306806/end-of-the-road-achievement","30","83","2.79","FNIX Rising","",
"Brotato","Arms Dealer","https://www.trueachievements.com/a422918/arms-dealer-achievement","20","55","2.79","","",
"Jurassic World Evolution","Shoot her...?","https://www.trueachievements.com/a264099/shoot-her-achievement","20","55","2.79","Secrets of Dr. Wu","",
"Plants vs. Zombies Garden Warfare 2","Not the Boss of Me","https://www.trueachievements.com/a212817/not-the-boss-of-me-achievement","25","69","2.79","","",
"Gunfire Reborn","Hard Fight","https://www.trueachievements.com/a374987/hard-fight-achievement","10","27","2.79","","",
"Jurassic World Evolution","That's no dinosaur","https://www.trueachievements.com/a254018/thats-no-dinosaur-achievement","15","41","2.79","","",
"Batman: Arkham Knight","Riddle Me That","https://www.trueachievements.com/a201928/riddle-me-that-achievement","30","84","2.8","","",
"Gunfire Reborn","Happy-Go-Lucky","https://www.trueachievements.com/a374976/happygolucky-achievement","13","36","2.8","","",
"Brotato","Demon","https://www.trueachievements.com/a422935/demon-achievement","15","42","2.8","","",
"Shantae and the Pirate's Curse","Nostalgia Trip","https://www.trueachievements.com/a213012/nostalgia-trip-achievement","15","42","2.8","","",
"Fallout 76","I Am Become Death","https://www.trueachievements.com/a263679/i-am-become-death-achievement","50","140","2.8","","",
"Injustice 2","I'll Do It Again","https://www.trueachievements.com/a233233/ill-do-it-again-achievement","15","42","2.8","","",
"FIFA 20","At the Top","https://www.trueachievements.com/a281717/at-the-top-achievement","30","84","2.8","","True",
"Gears 5","Can't Stop, Won't Stop","https://www.trueachievements.com/a282059/cant-stop-wont-stop-achievement","25","70","2.8","","",
"Styx: Shards of Darkness","The Professional","https://www.trueachievements.com/a231099/the-professional-achievement","30","84","2.81","","",
"Halo: The Master Chief Collection","Ice In Your Veins","https://www.trueachievements.com/a288623/ice-in-your-veins-achievement","10","28","2.81","Halo Reach: Campaign","",
"Jurassic World Evolution","Thank God for Site B","https://www.trueachievements.com/a253981/thank-god-for-site-b-achievement","25","70","2.81","","",
"Batman: Arkham Knight","Knightfall","https://www.trueachievements.com/a201919/knightfall-achievement","50","140","2.81","","",
"Batman: Arkham Knight","Eternal","https://www.trueachievements.com/a211634/eternal-achievement","30","84","2.81","Crime Fighter Challenge Pack #6","",
"LEGO Marvel Super Heroes 2","Road Rage 2","https://www.trueachievements.com/a244156/road-rage-2-achievement","10","28","2.81","","",
"Plants vs. Zombies Garden Warfare 2","King of Summer","https://www.trueachievements.com/a212854/king-of-summer-achievement","25","70","2.81","","",
"Gears of War 4","Hi, Mom","https://www.trueachievements.com/a263451/hi-mom-achievement","15","42","2.81","November Update","",
"FIFA 16","FUT 50","https://www.trueachievements.com/a206472/fut-50-achievement","105","295","2.81","","True",
"DOOM Eternal","Treasure Hunter","https://www.trueachievements.com/a295510/treasure-hunter-achievement","15","42","2.81","","",
"Forza Motorsport 6","Dodging and Weaving","https://www.trueachievements.com/a205246/dodging-and-weaving-achievement","20","56","2.81","","",
"Call of Duty","BO7 - Prison Break","https://www.trueachievements.com/a605034/bo7--prison-break-achievement","10","28","2.81","Call of Duty: Black Ops 7","",
"Call of Duty","BO7 - Fresh Moves","https://www.trueachievements.com/a605008/bo7--fresh-moves-achievement","10","28","2.81","Call of Duty: Black Ops 7","",
"Halo: The Master Chief Collection","Beachhead","https://www.trueachievements.com/a193438/beachhead-achievement","10","28","2.81","","",
"Halo Infinite","Skyhook Shot","https://www.trueachievements.com/a346526/skyhook-shot-achievement","25","70","2.81","","",
"Project Winter","Tell Our Story","https://www.trueachievements.com/a319298/tell-our-story-achievement","50","140","2.81","","",
"Forza Horizon 2","Gold Wristband","https://www.trueachievements.com/a190156/gold-wristband-achievement","30","84","2.82","","",
"For Honor","An Unstoppable Force","https://www.trueachievements.com/a261942/an-unstoppable-force-achievement","10","28","2.82","Marching Fire Title Update","",
"Halo: The Master Chief Collection","Skulltaker Halo 2: Blind","https://www.trueachievements.com/a193269/skulltaker-halo-2-blind-achievement","5","14","2.82","","",
"Gunfire Reborn","Grenade Master","https://www.trueachievements.com/a374973/grenade-master-achievement","13","36","2.82","","",
"Madden NFL 21 (Xbox One)","The GOAT","https://www.trueachievements.com/a306782/the-goat-achievement","100","282","2.82","","True",
"Ryse: Son of Rome","Grace Of The Gods","https://www.trueachievements.com/a181859/grace-of-the-gods-achievement","10","28","2.82","","",
"Just Dance: Disney Party 2","You better run, run, run","https://www.trueachievements.com/a209285/you-better-run-run-run-achievement","20","56","2.82","","",
"LEGO Marvel Super Heroes 2","Celestial Selfie","https://www.trueachievements.com/a244167/celestial-selfie-achievement","10","28","2.82","","",
"Forza Motorsport 6","Just Getting Started","https://www.trueachievements.com/a205248/just-getting-started-achievement","30","84","2.82","","",
"DayZ","Lobotomy","https://www.trueachievements.com/a270902/lobotomy-achievement","150","423","2.82","","",
"theHunter: Call of the Wild","Bear with Me","https://www.trueachievements.com/a307540/bear-with-me-achievement","40","113","2.82","Silver Ridge Peaks","",
"Call of Duty: Black Ops 4","Step on the Gas","https://www.trueachievements.com/a261547/step-on-the-gas-achievement","15","42","2.82","Classified","",
"Cities: Skylines","We Need Snorkels!","https://www.trueachievements.com/a252091/we-need-snorkels-achievement","5","14","2.82","Natural Disasters","",
"Ryse: Son of Rome","I Have A Story To Tell (Legendary)","https://www.trueachievements.com/a181857/i-have-a-story-to-tell-legendary-achievement","5","14","2.82","","",
"The Elder Scrolls Online","Lycanthropy","https://www.trueachievements.com/a201481/lycanthropy-achievement","5","14","2.82","","",
"Halo: The Master Chief Collection","Insomnia","https://www.trueachievements.com/a288627/insomnia-achievement","10","28","2.82","Halo Reach: Campaign","",
"Forza Motorsport 6","Showdown","https://www.trueachievements.com/a205247/showdown-achievement","20","56","2.82","","",
"HITMAN 2","Miami Wise","https://www.trueachievements.com/a263253/miami-wise-achievement","40","113","2.82","Miami","",
"Back 4 Blood","Act 5 Recruit","https://www.trueachievements.com/a368974/act-5-recruit-achievement","10","28","2.82","Children of the Worm","",
"Project Winter","Better Late than Never","https://www.trueachievements.com/a319308/better-late-than-never-achievement","10","28","2.82","","",
"Halo: The Master Chief Collection","Quis custodiet ipsos custodes?","https://www.trueachievements.com/a193165/quis-custodiet-ipsos-custodes-achievement","5","14","2.82","","",
"Fortnite","Future Days","https://www.trueachievements.com/a236845/future-days-achievement","20","56","2.83","Save the World","",
"Forza Horizon 2","Widow Maker","https://www.trueachievements.com/a202027/widow-maker-achievement","20","56","2.83","Porsche Expansion","",
"Super Mega Baseball 2","Whiff Wizard","https://www.trueachievements.com/a251175/whiff-wizard-achievement","20","56","2.83","","",
"Gems of War","That Was Epic","https://www.trueachievements.com/a277912/that-was-epic-achievement","10","28","2.83","Title Update 14 - Patch 4.4","",
"Brotato","Jack","https://www.trueachievements.com/a422922/jack-achievement","20","56","2.83","","",
"For Honor","Play Your Way","https://www.trueachievements.com/a229482/play-your-way-achievement","10","28","2.83","","",
"Friday the 13th: The Game","This Door Won't Open","https://www.trueachievements.com/a234668/this-door-wont-open-achievement","10","28","2.83","","",
"Immortals Fenyx Rising","Overblessed","https://www.trueachievements.com/a320545/overblessed-achievement","55","156","2.84","A New God","",
"Just Dance: Disney Party 2","Spread eagle","https://www.trueachievements.com/a209270/spread-eagle-achievement","20","56","2.84","","",
"Hades","Slashed Benefits","https://www.trueachievements.com/a331012/slashed-benefits-achievement","10","28","2.84","","",
"The Elder Scrolls Online","Champion of Blackwood","https://www.trueachievements.com/a329843/champion-of-blackwood-achievement","20","56","2.84","Blackwood","",
"Halo: The Master Chief Collection","Sounds Familiar","https://www.trueachievements.com/a193377/sounds-familiar-achievement","5","14","2.84","","",
"HITMAN 2","Soup Sandwich","https://www.trueachievements.com/a263327/soup-sandwich-achievement","10","28","2.84","HITMAN Legacy: Colorado","",
"Dead by Daylight","Biological Weaponry","https://www.trueachievements.com/a330608/biological-weaponry-achievement","20","56","2.84","Resident Evil","",
"Disney Infinity 3.0 Edition","Morro Bay Builder","https://www.trueachievements.com/a217569/morro-bay-builder-achievement","15","42","2.84","Finding Dory","",
"Halo: The Master Chief Collection","Survey Says...","https://www.trueachievements.com/a201811/survey-says-achievement","10","28","2.84","Halo 3: ODST","",
"Cities: Skylines","Fire Watch","https://www.trueachievements.com/a232951/fire-watch-achievement","10","28","2.84","","",
"LEGO Star Wars II: The Original Trilogy","Speeder Showdown - undefeated.","https://www.trueachievements.com/a12777/speeder-showdown--undefeated-achievement","20","56","2.84","","",
"The Elder Scrolls Online","Ascending Tide Scout","https://www.trueachievements.com/a356492/ascending-tide-scout-achievement","30","85","2.84","Ascending Tide","",
"Plants vs. Zombies: Battle for Neighborville","Cactus Makes Perfect","https://www.trueachievements.com/a282263/cactus-makes-perfect-achievement","15","42","2.84","","",
"Forza Motorsport 6","Traffic Jam","https://www.trueachievements.com/a216058/traffic-jam-achievement","10","28","2.84","NASCAR Expansion Update","",
"Golf With Your Friends (Windows)","Shoot out","https://www.trueachievements.com/a303444/shoot-out-achievement","10","28","2.84","","",
"The Elder Scrolls Online","Support the Fight","https://www.trueachievements.com/a201463/support-the-fight-achievement","5","14","2.85","","",
"For Honor","Evening Wear","https://www.trueachievements.com/a229485/evening-wear-achievement","10","28","2.85","","",
"Jurassic World Evolution","Mommy's very angry","https://www.trueachievements.com/a254009/mommys-very-angry-achievement","25","71","2.85","","",
"Monster Hunter: World","Helpful Hunter","https://www.trueachievements.com/a282250/helpful-hunter-achievement","15","42","2.85","Iceborne","",
"Overwatch 2","Served Up","https://www.trueachievements.com/a263687/served-up-achievement","15","42","2.85","Ashe","",
"Back 4 Blood","Unnatural Selection","https://www.trueachievements.com/a357530/unnatural-selection-achievement","10","28","2.85","Tunnels of Terror Title Update","",
"Halo: The Master Chief Collection","Ear Bender","https://www.trueachievements.com/a201824/ear-bender-achievement","5","14","2.85","Halo 3: ODST","",
"Call of Duty: Black Ops 4","Fly Like an Eagle","https://www.trueachievements.com/a271120/fly-like-an-eagle-achievement","15","42","2.85","Ancient Evil","",
"For Honor","Like Killing Ants","https://www.trueachievements.com/a229471/like-killing-ants-achievement","10","28","2.85","","",
"The Elder Scrolls Online","Master Antiquarian","https://www.trueachievements.com/a301133/master-antiquarian-achievement","30","85","2.85","Greymoor","",
"Call of Duty","MW2 - Nessy","https://www.trueachievements.com/a374291/mw2--nessy-achievement","30","85","2.85","Call of Duty: Modern Warfare II","",
"NBA 2K21 (Xbox One)","Punish Their Mistakes","https://www.trueachievements.com/a308331/punish-their-mistakes-achievement","30","85","2.85","","True",
"Injustice: Gods Among Us","The Caped Crusader","https://www.trueachievements.com/a175666/the-caped-crusader-achievement","10","28","2.85","","",
"Super Mega Baseball 2","Pennant Tenant","https://www.trueachievements.com/a251180/pennant-tenant-achievement","20","57","2.85","","",
"Surviving Mars","Space Dwarves","https://www.trueachievements.com/a338442/space-dwarves-achievement","20","57","2.85","Below and Beyond","",
"Batman: Arkham Knight","Dirty Tricks","https://www.trueachievements.com/a201931/dirty-tricks-achievement","5","14","2.85","","",
"Immortals Fenyx Rising","Tested and Approved","https://www.trueachievements.com/a320546/tested-and-approved-achievement","55","157","2.85","A New God","",
"Styx: Shards of Darkness","Dr. Boom!","https://www.trueachievements.com/a231097/dr-boom-achievement","25","71","2.85","","",
"Fallout 4 (Windows)","Homerun!","https://www.trueachievements.com/a323315/homerun-achievement","10","28","2.85","","",
"Surviving Mars","Will they hold?","https://www.trueachievements.com/a338441/will-they-hold-achievement","20","57","2.86","Below and Beyond","",
"Shantae and the Pirate's Curse","Skilled Survivor","https://www.trueachievements.com/a213013/skilled-survivor-achievement","25","71","2.86","","",
"Golf With Your Friends","Back in Time For Tee","https://www.trueachievements.com/a403471/back-in-time-for-tee-achievement","30","85","2.86","Peaceful Pines","",
"Halo: The Master Chief Collection","Collection Eligibility Confirmed","https://www.trueachievements.com/a288694/collection-eligibility-confirmed-achievement","10","28","2.86","Halo Reach: Campaign","",
"Mirror's Edge Catalyst","Building Blocks","https://www.trueachievements.com/a216710/building-blocks-achievement","15","43","2.86","","",
"Gears of War 4","Master Craftsman","https://www.trueachievements.com/a223546/master-craftsman-achievement","10","28","2.86","","",
"Overwatch 2","Four They Were","https://www.trueachievements.com/a224111/four-they-were-achievement","15","43","2.86","Halloween Terror 2016","",
"Call of Duty: Black Ops 4","Power Struggle","https://www.trueachievements.com/a261543/power-struggle-achievement","15","43","2.86","Classified","",
"Marvel Rivals","No More Strings","https://www.trueachievements.com/a590678/no-more-strings-achievement","15","43","2.86","Season 4 - Heart of the Dragon","",
"Styx: Shards of Darkness","My precious…","https://www.trueachievements.com/a231121/my-precious-achievement","20","57","2.86","","",
"The Elder Scrolls Online","Hopeful Rescuer","https://www.trueachievements.com/a346544/hopeful-rescuer-achievement","30","86","2.86","Deadlands","",
"TT Isle of Man Ride on the Edge","Small win","https://www.trueachievements.com/a249151/small-win-achievement","10","28","2.86","","",
"HITMAN 2","Top of the Heap","https://www.trueachievements.com/a277216/top-of-the-heap-achievement","40","114","2.86","New York","",
"Call of Duty","BO7 - Under Pressure","https://www.trueachievements.com/a605035/bo7--under-pressure-achievement","10","28","2.86","Call of Duty: Black Ops 7","",
"Halo: The Master Chief Collection","The Long Haul","https://www.trueachievements.com/a193476/the-long-haul-achievement","20","57","2.86","","",
"Fortnite","... Oops.","https://www.trueachievements.com/a236866/-oops-achievement","20","57","2.87","Save the World","",
"Call of Duty","MW3 - Conqueror","https://www.trueachievements.com/a411785/mw3--conqueror-achievement","30","86","2.87","Call of Duty: Modern Warfare III","",
"Call of Duty","BO7 - Nightmares To Dreams","https://www.trueachievements.com/a605026/bo7--nightmares-to-dreams-achievement","30","86","2.87","Call of Duty: Black Ops 7","",
"Just Dance: Disney Party 2","Choose your flow!","https://www.trueachievements.com/a209261/choose-your-flow-achievement","10","28","2.87","","",
"Sniper Elite 4","Albert Hall","https://www.trueachievements.com/a229545/albert-hall-achievement","10","28","2.87","Target Führer","",
"Deep Rock Galactic","Big Spender","https://www.trueachievements.com/a296501/big-spender-achievement","10","28","2.87","","",
"World War Z","Builder","https://www.trueachievements.com/a271399/builder-achievement","20","57","2.87","","",
"Monster Hunter: World","Insatiable Investigator","https://www.trueachievements.com/a282221/insatiable-investigator-achievement","15","43","2.87","Iceborne","",
"LEGO Marvel Super Heroes 2","Monster Squad","https://www.trueachievements.com/a244158/monster-squad-achievement","15","43","2.87","","",
"Opus: Echo of Starsong – Full Bloom Edition","Traveler of Thousand Peaks","https://www.trueachievements.com/a368568/traveler-of-thousand-peaks-achievement","30","86","2.87","","",
"Surviving Mars","Asteroid Hopping","https://www.trueachievements.com/a338443/asteroid-hopping-achievement","20","57","2.87","Below and Beyond","",
"Battlefield V","Hoist the Flag","https://www.trueachievements.com/a263432/hoist-the-flag-achievement","30","86","2.87","","",
"Jurassic World Evolution","Shoooot heeer!","https://www.trueachievements.com/a254001/shoooot-heeer-achievement","25","71","2.87","","",
"Moving Out","Hot Tub Reward Machine","https://www.trueachievements.com/a322013/hot-tub-reward-machine-achievement","50","143","2.87","Movers in Paradise","",
"Monster Hunter: World","Power is Everything","https://www.trueachievements.com/a247004/power-is-everything-achievement","15","43","2.87","","",
"Surviving Mars","Job’s done","https://www.trueachievements.com/a338440/jobs-done-achievement","40","115","2.87","Below and Beyond","",
"Forza Motorsport 6","Middle Child","https://www.trueachievements.com/a213388/middle-child-achievement","10","28","2.88","Porsche Expansion","",
"HITMAN World of Assassination","Evil Wine Club","https://www.trueachievements.com/a318966/evil-wine-club-achievement","15","43","2.88","","",
"HITMAN 2","Showrunner","https://www.trueachievements.com/a263252/showrunner-achievement","20","57","2.88","Miami","",
"Call of Duty","BO7 - Survival Of The Fittest","https://www.trueachievements.com/a605011/bo7--survival-of-the-fittest-achievement","30","86","2.88","Call of Duty: Black Ops 7","",
"The Elder Scrolls Online","Champion of High Isle","https://www.trueachievements.com/a362645/champion-of-high-isle-achievement","20","57","2.88","High Isle","",
"Rare Replay","The Gardener's Almanac","https://www.trueachievements.com/a202789/the-gardeners-almanac-achievement","30","86","2.88","","",
"Microsoft Wordament (Mobile)","Expert Seeker","https://www.trueachievements.com/a264384/expert-seeker-achievement","55","158","2.88","","",
"Jurassic World Evolution","War is a part of nature","https://www.trueachievements.com/a253999/war-is-a-part-of-nature-achievement","15","43","2.88","","",
"Bridge Constructor Portal","Criação de Túneis Avançada","https://www.trueachievements.com/a287100/criacao-de-tuneis-avancada-achievement","20","57","2.88","Portal Proficiency","",
"Halo: The Master Chief Collection","Keep It Clean","https://www.trueachievements.com/a288635/keep-it-clean-achievement","10","28","2.88","Halo Reach: Campaign","",
"World War Z","Winner in life","https://www.trueachievements.com/a271402/winner-in-life-achievement","35","101","2.88","","",
"Surviving Mars","Into the Unknown","https://www.trueachievements.com/a338444/into-the-unknown-achievement","20","57","2.88","Below and Beyond","",
"Overwatch 2","Hog Wild","https://www.trueachievements.com/a216108/hog-wild-achievement","15","43","2.88","","",
"Deep Rock Galactic","I Like It Down Here","https://www.trueachievements.com/a296524/i-like-it-down-here-achievement","10","28","2.89","","",
"DayZ","Babyface","https://www.trueachievements.com/a270895/babyface-achievement","50","144","2.89","","",
"Call of Duty","BO7 - Enforced Freedom","https://www.trueachievements.com/a605022/bo7--enforced-freedom-achievement","10","28","2.89","Call of Duty: Black Ops 7","",
"Overwatch 2","Antipode","https://www.trueachievements.com/a244236/antipode-achievement","15","43","2.89","Moira","",
"Worms Rumble","Fashionista","https://www.trueachievements.com/a325348/fashionista-achievement","5","14","2.9","","",
"Call of Duty: Black Ops 4","Greek Tragedy","https://www.trueachievements.com/a271113/greek-tragedy-achievement","30","87","2.9","Ancient Evil","",
"Call of Duty","MW2 - Gunless","https://www.trueachievements.com/a374282/mw2--gunless-achievement","60","174","2.9","Call of Duty: Modern Warfare II","",
"Super Mega Baseball 2","Dirty Stuff","https://www.trueachievements.com/a251154/dirty-stuff-achievement","5","14","2.9","","",
"Halo: The Master Chief Collection","Skulltaker Halo: CE: Eye Patch","https://www.trueachievements.com/a193180/skulltaker-halo-ce-eye-patch-achievement","5","14","2.9","","",
"Lawn Mowing Simulator","Excalibur?","https://www.trueachievements.com/a352131/excalibur-achievement","25","72","2.9","Ancient Britain","",
"LEGO Marvel Super Heroes 2","'Tis but a scratch!","https://www.trueachievements.com/a244154/tis-but-a-scratch-achievement","10","29","2.9","","",
"Fortnite","Loot Legend","https://www.trueachievements.com/a236862/loot-legend-achievement","30","87","2.9","Save the World","",
"Forza Horizon 2","Smash Happy","https://www.trueachievements.com/a190160/smash-happy-achievement","20","58","2.9","","",
"NBA 2K21 (Xbox One)","Badged Up","https://www.trueachievements.com/a308349/badged-up-achievement","15","43","2.9","","True",
"Halo: The Master Chief Collection","King of the Crows","https://www.trueachievements.com/a193493/king-of-the-crows-achievement","10","29","2.9","","",
"Need for Speed Payback","Maximum Insanity","https://www.trueachievements.com/a245818/maximum-insanity-achievement","50","145","2.9","Speedcross Story","",
"Halo: The Master Chief Collection","Plugged In","https://www.trueachievements.com/a201823/plugged-in-achievement","5","14","2.9","Halo 3: ODST","",
"For Honor","Duel Master","https://www.trueachievements.com/a229472/duel-master-achievement","30","87","2.9","","",
"Forza Motorsport 6","Party At The Country Club","https://www.trueachievements.com/a213382/party-at-the-country-club-achievement","15","43","2.9","Porsche Expansion","True",
"Dead by Daylight","Symphony of Fire","https://www.trueachievements.com/a444755/symphony-of-fire-achievement","40","116","2.9","Castlevania","",
"Bridge Constructor Portal","Tunneling at Full Capacity","https://www.trueachievements.com/a287106/tunneling-at-full-capacity-achievement","10","29","2.9","Portal Proficiency","",
"Halo: The Master Chief Collection","Sword and Shield","https://www.trueachievements.com/a193352/sword-and-shield-achievement","5","14","2.9","","",
"Monster Hunter: World","The Franchise Hunter","https://www.trueachievements.com/a246990/the-franchise-hunter-achievement","15","43","2.9","","",
"Forza Motorsport 6","Street Legal","https://www.trueachievements.com/a205230/street-legal-achievement","20","58","2.91","","",
"Halo: The Master Chief Collection","Skulltaker Halo 3: Famine","https://www.trueachievements.com/a193360/skulltaker-halo-3-famine-achievement","5","14","2.91","","",
"Dead Cells","Beware the step!","https://www.trueachievements.com/a349977/beware-the-step-achievement","10","29","2.91","Fatal Falls","",
"The Elder Scrolls Online","Archmage of Apocrypha","https://www.trueachievements.com/a396331/archmage-of-apocrypha-achievement","20","58","2.91","Necrom - Archmage of Apocrypha","",
"Injustice: Gods Among Us","Superhuman!","https://www.trueachievements.com/a175662/superhuman-achievement","10","29","2.91","","",
"Project Winter","Vigilante Justice","https://www.trueachievements.com/a319307/vigilante-justice-achievement","20","58","2.91","","",
"The Elder Scrolls Online","The Dragon's Wrath","https://www.trueachievements.com/a287246/the-dragons-wrath-achievement","100","291","2.91","Dragonhold","",
"Bridge Constructor Portal","Convoyability 20","https://www.trueachievements.com/a287103/convoyability-20-achievement","20","58","2.91","Portal Proficiency","",
"Fallout 4","…They're Action Figures","https://www.trueachievements.com/a209710/theyre-action-figures-achievement","20","58","2.91","","",
"Mirror's Edge Catalyst","Danger Zone","https://www.trueachievements.com/a216721/danger-zone-achievement","15","43","2.91","","",
"Rain on Your Parade","Hole in One","https://www.trueachievements.com/a349063/hole-in-one-achievement","25","72","2.91","Rain on Your DLC","",
"Friday the 13th: The Game","Eenie Meenie Miney Mo","https://www.trueachievements.com/a234656/eenie-meenie-miney-mo-achievement","10","29","2.91","","",
"Battlefield V","Off-hand","https://www.trueachievements.com/a263430/offhand-achievement","30","87","2.91","","",
"Overwatch 2","Short Fuse","https://www.trueachievements.com/a263686/short-fuse-achievement","15","43","2.91","Ashe","",
