"GameName","AchievementName","AchievementPageURL","Gamerscore","TAScore","TARatio","DLCName","UnlockDate",
"The Adventures of Elena Temple: Definitive Edition","Game changer","https://www.trueachievements.com/a290732/game-changer-achievement","25","29","1.16","Definitive Edition","2023-01-25T14:10:24.000Z",
"The Adventures of Elena Temple: Definitive Edition","I barely use it!","https://www.trueachievements.com/a282482/i-barely-use-it-achievement","50","57","1.14","","2023-01-25T14:08:54.000Z",
"The Adventures of Elena Temple: Definitive Edition","Pacifist","https://www.trueachievements.com/a282483/pacifist-achievement","50","57","1.14","","2023-01-25T14:08:54.000Z",
"The Adventures of Elena Temple: Definitive Edition","Sprinter","https://www.trueachievements.com/a282485/sprinter-achievement","50","57","1.14","","2023-01-25T14:08:54.000Z",
"The Adventures of Elena Temple: Definitive Edition","Tough as nails","https://www.trueachievements.com/a282484/tough-as-nails-achievement","50","57","1.14","","2023-01-25T14:08:54.000Z",
"The Adventures of Elena Temple: Definitive Edition","Fresh air","https://www.trueachievements.com/a282474/fresh-air-achievement","50","56","1.12","","2023-01-25T14:08:44.000Z",
"HITMAN 2","The Showstopper","https://www.trueachievements.com/a263287/the-showstopper-achievement","10","20","2.08","HITMAN Legacy: Paris","2023-01-25T12:40:34.000Z",
"SIGNALIS","ACHTUNG","https://www.trueachievements.com/a372593/achtung-achievement","200","578","2.89","","2023-01-25T04:30:33.000Z",
"SIGNALIS","ÜBERLEBEN","https://www.trueachievements.com/a372592/uberleben-achievement","200","575","2.87","","2023-01-25T04:30:33.000Z",
"SIGNALIS","VERSPRECHEN","https://www.trueachievements.com/a372587/versprechen-achievement","50","98","1.97","","2023-01-25T04:30:33.000Z",
"SIGNALIS","GESTALTZERFALL","https://www.trueachievements.com/a372586/gestaltzerfall-achievement","30","56","1.88","","2023-01-25T04:15:04.000Z",
"SIGNALIS","DAS ENDE","https://www.trueachievements.com/a372585/das-ende-achievement","30","53","1.79","","2023-01-25T04:09:18.000Z",
"SIGNALIS","NITRO","https://www.trueachievements.com/a372590/nitro-achievement","100","185","1.85","","2023-01-25T04:08:18.000Z",
"SIGNALIS","EINHORN","https://www.trueachievements.com/a372589/einhorn-achievement","100","167","1.67","","2023-01-25T04:07:50.000Z",
"SIGNALIS","LIMINALITÄT","https://www.trueachievements.com/a372584/liminalitat-achievement","30","50","1.67","","2023-01-25T04:01:13.000Z",
"SIGNALIS","ABWÄRTS","https://www.trueachievements.com/a372583/abwarts-achievement","30","46","1.53","","2023-01-25T03:59:31.000Z",
"SIGNALIS","LÖCHER","https://www.trueachievements.com/a372591/locher-achievement","120","304","2.53","","2023-01-25T03:58:33.000Z",
"SIGNALIS","SCHWERER AUSNAHMEFEHLER","https://www.trueachievements.com/a372588/schwerer-ausnahmefehler-achievement","50","76","1.53","","2023-01-25T03:43:41.000Z",
"SIGNALIS","BESCHLAGNAHMT","https://www.trueachievements.com/a372582/beschlagnahmt-achievement","30","41","1.37","","2023-01-25T03:40:17.000Z",
"SIGNALIS","SYNCHRONIZITÄT","https://www.trueachievements.com/a372581/synchronizitat-achievement","30","30","1","","2023-01-25T03:37:31.000Z",
"Smart Moves 2 (Windows)","55 CHESTS","https://www.trueachievements.com/a358583/55-chests-achievement","200","209","1.04","Title Update 2","2023-01-25T00:33:44.000Z",
"Smart Moves 2 (Windows)","50 CHESTS","https://www.trueachievements.com/a358582/50-chests-achievement","200","208","1.04","Title Update 2","2023-01-25T00:33:44.000Z",
"Smart Moves 2 (Windows)","50 ENEMIES","https://www.trueachievements.com/a358585/50-enemies-achievement","200","209","1.04","Title Update 2","2023-01-25T00:32:56.000Z",
"Smart Moves 2 (Windows)","55 ENEMIES","https://www.trueachievements.com/a358586/55-enemies-achievement","200","209","1.04","Title Update 2","2023-01-25T00:32:56.000Z",
"Smart Moves 2 (Windows)","45 ENEMIES","https://www.trueachievements.com/a358584/45-enemies-achievement","200","209","1.04","Title Update 2","2023-01-25T00:32:56.000Z",
"Mushroom Savior","Secret Crystal 3","https://www.trueachievements.com/a369761/secret-crystal-3-achievement","200","222","1.11","Title Update 3","2023-01-25T00:28:04.000Z",
"Mushroom Savior","Secret Crystal 4","https://www.trueachievements.com/a369760/secret-crystal-4-achievement","200","223","1.11","Title Update 3","2023-01-25T00:27:46.000Z",
"Mushroom Savior","Secret Crystal 1","https://www.trueachievements.com/a369762/secret-crystal-1-achievement","200","222","1.11","Title Update 3","2023-01-25T00:26:03.000Z",
"Mushroom Savior","Secret Crystal 2","https://www.trueachievements.com/a369763/secret-crystal-2-achievement","200","220","1.1","Title Update 3","2023-01-25T00:21:43.000Z",
"Mushroom Savior","Secret Crystal 5","https://www.trueachievements.com/a369759/secret-crystal-5-achievement","200","230","1.15","Title Update 3","2023-01-25T00:21:12.000Z",
"HITMAN 2","Tools of the Trade","https://www.trueachievements.com/a263223/tools-of-the-trade-achievement","30","48","1.6","","2023-01-24T22:28:56.000Z",
"HITMAN 2","When No One Else Dares","https://www.trueachievements.com/a263286/when-no-one-else-dares-achievement","15","21","1.44","HITMAN Legacy: Paris","2023-01-24T21:53:35.000Z",
"Tom Clancy's Rainbow Six Siege X","Oh Yeah!","https://www.trueachievements.com/a210310/oh-yeah-achievement","10","14","1.45","","2023-01-24T02:55:55.000Z",
"Tom Clancy's Rainbow Six Siege X","That Was Close","https://www.trueachievements.com/a210286/that-was-close-achievement","15","20","1.35","","2023-01-23T22:14:11.000Z",
"HITMAN 2","K-36D","https://www.trueachievements.com/a263234/k36d-achievement","15","24","1.62","","2023-01-23T05:10:43.000Z",
"HITMAN 2","Seizing the Opportunity","https://www.trueachievements.com/a263231/seizing-the-opportunity-achievement","15","22","1.53","","2023-01-23T05:07:49.000Z",
"HITMAN 2","Security Defeated","https://www.trueachievements.com/a263237/security-defeated-achievement","10","22","2.25","","2023-01-23T05:05:53.000Z",
"HITMAN 2","Cleared for Field Duty","https://www.trueachievements.com/a263230/cleared-for-field-duty-achievement","15","22","1.51","","2023-01-23T05:01:31.000Z",
"HITMAN 2","Silent Assassin","https://www.trueachievements.com/a263236/silent-assassin-achievement","30","58","1.96","","2023-01-23T05:01:30.000Z",
"HITMAN 2","Defection Deterred","https://www.trueachievements.com/a263235/defection-deterred-achievement","15","43","2.89","","2023-01-23T05:00:45.000Z",
"HITMAN 2","Chameleon","https://www.trueachievements.com/a263238/chameleon-achievement","10","14","1.46","","2023-01-23T04:57:30.000Z",
"SMITE","Come Back","https://www.trueachievements.com/a202500/come-back-achievement","25","53","2.12","","2023-01-19T21:33:49.000Z",
"SMITE","Rend Away","https://www.trueachievements.com/a227615/rend-away-achievement","20","69","3.46","Journey to HRX","2023-01-19T03:43:14.000Z",
"The Elder Scrolls Online","Soul Shriven in Coldharbour","https://www.trueachievements.com/a201470/soul-shriven-in-coldharbour-achievement","5","5","1.01","","2023-01-18T03:04:44.000Z",
"SMITE","I'll Protect You","https://www.trueachievements.com/a222867/ill-protect-you-achievement","5","15","3.01","The Odyssey 2017","2023-01-16T20:02:10.000Z",
"SMITE","Cataclyzed","https://www.trueachievements.com/a222868/cataclyzed-achievement","10","25","2.58","The Odyssey 2017","2023-01-16T20:01:59.000Z",
"You Suck at Parking","You suck at flying","https://www.trueachievements.com/a369001/you-suck-at-flying-achievement","20","116","5.84","","2023-01-15T21:13:35.000Z",
"You Suck at Parking","On the rocks","https://www.trueachievements.com/a369003/on-the-rocks-achievement","20","92","4.64","","2023-01-15T20:21:19.000Z",
"You Suck at Parking","Parked is parked","https://www.trueachievements.com/a369004/parked-is-parked-achievement","50","92","1.84","","2023-01-15T07:18:44.000Z",
"You Suck at Parking","Peter Parkster","https://www.trueachievements.com/a369002/peter-parkster-achievement","20","85","4.26","","2023-01-15T04:45:30.000Z",
"You Suck at Parking","Braking bad","https://www.trueachievements.com/a369005/braking-bad-achievement","50","68","1.36","","2023-01-15T01:36:39.000Z",
"You Suck at Parking","Look mom, no hands","https://www.trueachievements.com/a368999/look-mom-no-hands-achievement","50","96","1.93","","2023-01-15T01:31:41.000Z",
"You Suck at Parking","Antarcticar","https://www.trueachievements.com/a368987/antarcticar-achievement","20","55","2.77","","2023-01-15T01:26:58.000Z",
"Nobody Saves the World","A world so nice I saved it twice","https://www.trueachievements.com/a350430/a-world-so-nice-i-saved-it-twice-achievement","85","396","4.66","","2023-01-14T22:18:35.000Z",
"HITMAN 2","The Result of Previous Training","https://www.trueachievements.com/a263229/the-result-of-previous-training-achievement","15","23","1.54","","2023-01-14T21:25:31.000Z",
"HITMAN 2","Unexpected Guest","https://www.trueachievements.com/a263233/unexpected-guest-achievement","30","66","2.21","","2023-01-14T21:24:17.000Z",
"HITMAN 2","The Creative Assassin","https://www.trueachievements.com/a263232/the-creative-assassin-achievement","15","46","3.09","","2023-01-14T21:09:13.000Z",
"HITMAN 2","Training Escalated","https://www.trueachievements.com/a263239/training-escalated-achievement","30","96","3.22","","2023-01-14T18:53:50.000Z",
"HITMAN 2","Shhhh","https://www.trueachievements.com/a263227/shhhh-achievement","15","15","1.02","","2023-01-14T18:50:26.000Z",
"Nobody Saves the World","Fairy Conservationist","https://www.trueachievements.com/a350424/fairy-conservationist-achievement","90","261","2.9","","2023-01-14T06:22:42.000Z",
"Nobody Saves the World","What does #@$%&! mean?","https://www.trueachievements.com/a350429/what-does--mean-achievement","15","33","2.22","","2023-01-14T05:34:40.000Z",
"Stranded Deep","Guess who’s gon’ be on the plate?","https://www.trueachievements.com/a298219/guess-whos-gon-be-on-the-plate-achievement","20","26","1.32","","2023-01-14T05:15:00.000Z",
"Nobody Saves the World","Super Wiz","https://www.trueachievements.com/a350409/super-wiz-achievement","100","329","3.29","","2023-01-14T04:41:57.000Z",
"Nobody Saves the World","Personal Growth","https://www.trueachievements.com/a350406/personal-growth-achievement","100","225","2.25","","2023-01-13T23:04:12.000Z",
"Nobody Saves the World","Peak Performance","https://www.trueachievements.com/a350412/peak-performance-achievement","90","214","2.38","","2023-01-12T12:36:28.000Z",
"Tom Clancy's Rainbow Six Siege X","Perfectionist","https://www.trueachievements.com/a210312/perfectionist-achievement","50","87","1.75","","2023-01-12T04:10:23.000Z",
"Nobody Saves the World","Fortress in the Sky","https://www.trueachievements.com/a350405/fortress-in-the-sky-achievement","30","67","2.25","","2023-01-12T03:12:15.000Z",
"Nobody Saves the World","The Light Expanse","https://www.trueachievements.com/a350428/the-light-expanse-achievement","15","35","2.35","","2023-01-11T23:53:35.000Z",
"Nobody Saves the World","Alcazar Shmalcazar","https://www.trueachievements.com/a350402/alcazar-shmalcazar-achievement","15","33","2.2","","2023-01-10T13:51:50.000Z",
"Nobody Saves the World","Behold my true form, and despair!","https://www.trueachievements.com/a350407/behold-my-true-form-and-despair-achievement","30","63","2.11","","2023-01-10T12:41:57.000Z",
"Nobody Saves the World","Grand Maester","https://www.trueachievements.com/a350416/grand-maester-achievement","30","69","2.32","","2023-01-10T03:01:08.000Z",
"Nobody Saves the World","One of Everything, Please!","https://www.trueachievements.com/a350422/one-of-everything-please-achievement","15","37","2.53","","2023-01-10T02:57:58.000Z",
"Nobody Saves the World","Corporate Espionage","https://www.trueachievements.com/a350401/corporate-espionage-achievement","15","33","2.21","","2023-01-10T02:25:04.000Z",
"HITMAN 2","Contract Assassin","https://www.trueachievements.com/a263240/contract-assassin-achievement","10","40","4","","2023-01-09T05:04:27.000Z",
"HITMAN 2","A New Profile","https://www.trueachievements.com/a263242/a-new-profile-achievement","15","48","3.2","","2023-01-09T05:01:13.000Z",
"HITMAN 2","Unseen Assassin","https://www.trueachievements.com/a263225/unseen-assassin-achievement","15","19","1.27","","2023-01-09T04:53:47.000Z",
"HITMAN 2","Top of the Class","https://www.trueachievements.com/a263241/top-of-the-class-achievement","15","55","3.72","","2023-01-09T04:49:36.000Z",
"HITMAN World of Assassination","Training Escalated","https://www.trueachievements.com/a318932/training-escalated-achievement","20","75","3.77","","2023-01-09T04:35:59.000Z",
"SMITE","Down, Set, Gut","https://www.trueachievements.com/a221675/down-set-gut-achievement","25","95","3.82","Fatal Awakening","2023-01-08T20:42:21.000Z",
"Nobody Saves the World","Grandmaster Knight","https://www.trueachievements.com/a350414/grandmaster-knight-achievement","30","77","2.58","","2023-01-08T19:12:51.000Z",
"SMITE","Omi Mastery","https://www.trueachievements.com/a285691/omi-mastery-achievement","20","62","3.13","Goddess of Rivers","2023-01-08T17:40:11.000Z",
"Nobody Saves the World","Master Fraudster","https://www.trueachievements.com/a350418/master-fraudster-achievement","30","78","2.62","","2023-01-08T05:12:52.000Z",
"Nobody Saves the World","The Cactagon","https://www.trueachievements.com/a350426/the-cactagon-achievement","15","28","1.86","","2023-01-08T04:52:35.000Z",
"SMITE","Get to Work!","https://www.trueachievements.com/a218438/get-to-work-achievement","5","13","2.65","Expelled From Hel","2023-01-08T01:23:44.000Z",
"Nobody Saves the World","The S is for Super","https://www.trueachievements.com/a350408/the-s-is-for-super-achievement","30","60","2","","2023-01-07T06:14:54.000Z",
"Nobody Saves the World","Passive-ist","https://www.trueachievements.com/a350420/passiveist-achievement","30","54","1.82","","2023-01-07T00:04:34.000Z",
"Nobody Saves the World","I'm never taking this off","https://www.trueachievements.com/a350411/im-never-taking-this-off-achievement","30","59","1.99","","2023-01-06T14:06:34.000Z",
"Nobody Saves the World","Nostramagus is Missing!","https://www.trueachievements.com/a350404/nostramagus-is-missing-achievement","15","28","1.87","","2023-01-05T14:20:18.000Z",
"Nobody Saves the World","Crypt Cleaner","https://www.trueachievements.com/a350399/crypt-cleaner-achievement","15","27","1.8","","2023-01-05T14:13:10.000Z",
"Lab Crisis","Level 14","https://www.trueachievements.com/a366482/level-14-achievement","200","203","1.01","Title Update 2","2023-01-04T03:24:47.000Z",
"Lab Crisis","Level 13","https://www.trueachievements.com/a366483/level-13-achievement","200","203","1.01","Title Update 2","2023-01-04T03:23:32.000Z",
"Lab Crisis","Level 12","https://www.trueachievements.com/a366484/level-12-achievement","200","203","1.01","Title Update 2","2023-01-04T03:23:09.000Z",
"Lab Crisis","Level 11","https://www.trueachievements.com/a366485/level-11-achievement","200","203","1.01","Title Update 2","2023-01-04T03:20:58.000Z",
"Lab Crisis","Level 10","https://www.trueachievements.com/a366486/level-10-achievement","200","203","1.01","Title Update 2","2023-01-04T03:19:49.000Z",
"Lab Crisis","Level 9","https://www.trueachievements.com/a362608/level-9-achievement","200","201","1","Title Update","2023-01-04T03:19:19.000Z",
"Lab Crisis","Level 8","https://www.trueachievements.com/a362609/level-8-achievement","200","201","1","Title Update","2023-01-04T03:19:05.000Z",
"Lab Crisis","Level 7","https://www.trueachievements.com/a362610/level-7-achievement","200","201","1","Title Update","2023-01-04T03:18:51.000Z",
"Lab Crisis","Level 6","https://www.trueachievements.com/a362611/level-6-achievement","200","201","1","Title Update","2023-01-04T03:18:32.000Z",
"Lab Crisis","Level 5","https://www.trueachievements.com/a362612/level-5-achievement","200","201","1","Title Update","2023-01-04T03:17:34.000Z",
"Lab Crisis","Savior","https://www.trueachievements.com/a359676/savior-achievement","100","100","1","","2023-01-04T03:17:07.000Z",
"Lab Crisis","Level 4","https://www.trueachievements.com/a359675/level-4-achievement","100","100","1","","2023-01-04T03:16:50.000Z",
"Lab Crisis","BLUE","https://www.trueachievements.com/a359674/blue-achievement","100","100","1","","2023-01-04T03:16:38.000Z",
"Lab Crisis","YELLOW","https://www.trueachievements.com/a359673/yellow-achievement","100","100","1","","2023-01-04T03:16:31.000Z",
"Lab Crisis","Level 3","https://www.trueachievements.com/a359672/level-3-achievement","100","100","1","","2023-01-04T03:16:19.000Z",
"Lab Crisis","RED","https://www.trueachievements.com/a359671/red-achievement","100","100","1","","2023-01-04T03:16:11.000Z",
"Lab Crisis","Level 2","https://www.trueachievements.com/a359670/level-2-achievement","100","100","1","","2023-01-04T03:16:02.000Z",
"Lab Crisis","Assistant","https://www.trueachievements.com/a359669/assistant-achievement","100","100","1","","2023-01-04T03:15:57.000Z",
"Lab Crisis","Level 1","https://www.trueachievements.com/a359668/level-1-achievement","100","100","1","","2023-01-04T03:15:48.000Z",
"Lab Crisis","Guide","https://www.trueachievements.com/a359667/guide-achievement","100","100","1","","2023-01-04T03:15:45.000Z",
"Nobody Saves the World","Did you try turning it off and on again?","https://www.trueachievements.com/a350400/did-you-try-turning-it-off-and-on-again-achievement","15","26","1.79","","2023-01-04T02:48:58.000Z",
"Nobody Saves the World","I'm talkin journalism, baby!","https://www.trueachievements.com/a350427/im-talkin-journalism-baby-achievement","15","25","1.73","","2023-01-04T01:38:26.000Z",
"Nobody Saves the World","Licensed Acolyte","https://www.trueachievements.com/a350415/licensed-acolyte-achievement","15","23","1.59","","2023-01-04T01:26:44.000Z",
"Nobody Saves the World","Fairyly Small Reunion","https://www.trueachievements.com/a350423/fairyly-small-reunion-achievement","15","22","1.47","","2023-01-04T00:17:21.000Z",
"Nobody Saves the World","Lesser Peon","https://www.trueachievements.com/a350417/lesser-peon-achievement","15","23","1.55","","2023-01-03T23:26:36.000Z",
"Nobody Saves the World","Fine Form!","https://www.trueachievements.com/a350419/fine-form-achievement","15","20","1.36","","2023-01-03T12:36:55.000Z",
"Nobody Saves the World","Squire","https://www.trueachievements.com/a350413/squire-achievement","15","19","1.31","","2023-01-03T12:01:49.000Z",
"Nobody Saves the World","Castle Crasher","https://www.trueachievements.com/a350398/castle-crasher-achievement","15","19","1.29","","2023-01-03T04:26:15.000Z",
"Nobody Saves the World","Pony Love","https://www.trueachievements.com/a350425/pony-love-achievement","15","19","1.27","","2023-01-03T03:55:01.000Z",
"Nobody Saves the World","Whaddya Buyin?","https://www.trueachievements.com/a350421/whaddya-buyin-achievement","15","16","1.12","","2023-01-03T02:15:20.000Z",
"Nobody Saves the World","Baby's First Dungeon","https://www.trueachievements.com/a350403/babys-first-dungeon-achievement","15","15","1.03","","2023-01-03T01:59:39.000Z",
"Nobody Saves the World","The first of many","https://www.trueachievements.com/a350410/the-first-of-many-achievement","10","10","1.03","","2023-01-03T01:58:52.000Z",
"Minecraft Dungeons","Burning Up","https://www.trueachievements.com/a334756/burning-up-achievement","10","33","3.34","Echoing Void","2023-01-02T22:35:56.000Z",
"Minecraft Dungeons","Diver's Dozen","https://www.trueachievements.com/a334755/divers-dozen-achievement","10","61","6.1","Echoing Void","2023-01-02T22:29:51.000Z",
"Floppy Knights","Monstrous","https://www.trueachievements.com/a359557/monstrous-achievement","50","92","1.85","","2023-01-02T18:08:06.000Z",
"Floppy Knights","Hot Hot Hot","https://www.trueachievements.com/a359548/hot-hot-hot-achievement","25","51","2.05","","2023-01-02T18:08:06.000Z",
"Spellbreak","Master of Magecraft","https://www.trueachievements.com/a308153/master-of-magecraft-achievement","125","1541","12.33","","2023-01-02T17:58:48.000Z",
"Young Souls","Challenger","https://www.trueachievements.com/a355323/challenger-achievement","50","173","3.47","","2023-01-02T06:56:30.000Z",
"Young Souls","Expert","https://www.trueachievements.com/a355324/expert-achievement","75","295","3.93","","2023-01-02T06:56:29.000Z",
"Young Souls","Just Deserts?","https://www.trueachievements.com/a355305/just-deserts-achievement","25","68","2.75","","2023-01-02T06:56:02.000Z",
"Young Souls","Too Big a Price to Pay","https://www.trueachievements.com/a355304/too-big-a-price-to-pay-achievement","25","68","2.75","","2023-01-02T06:52:05.000Z",
"Young Souls","Reunited At Last","https://www.trueachievements.com/a355303/reunited-at-last-achievement","25","68","2.75","","2023-01-02T06:51:07.000Z",
"Young Souls","Overpowered","https://www.trueachievements.com/a355312/overpowered-achievement","25","74","2.97","","2023-01-02T06:48:32.000Z",
"Young Souls","Job Is Done!","https://www.trueachievements.com/a355325/job-is-done-achievement","100","290","2.9","","2023-01-02T06:35:25.000Z",
"Minecraft Dungeons","Thanks But No Thanks!","https://www.trueachievements.com/a373683/thanks-but-no-thanks-achievement","50","432","8.65","Fauna Faire","2023-01-02T02:13:23.000Z",
"Minecraft Dungeons","A, B, Bee, Bee, Bee, Bee, Bee","https://www.trueachievements.com/a373684/a-b-bee-bee-bee-bee-bee-achievement","50","467","9.35","Fauna Faire","2023-01-02T01:52:21.000Z",
"Minecraft Dungeons","Desert Dynamo","https://www.trueachievements.com/a373675/desert-dynamo-achievement","50","472","9.44","Fauna Faire","2023-01-02T01:48:59.000Z",
"Minecraft Dungeons","Customised Customer","https://www.trueachievements.com/a373676/customised-customer-achievement","10","48","4.85","Fauna Faire","2023-01-02T01:22:25.000Z",
"Young Souls","All Brawn and No Brains","https://www.trueachievements.com/a355302/all-brawn-and-no-brains-achievement","25","68","2.75","","2023-01-02T00:26:12.000Z",
"Young Souls","NINJA!","https://www.trueachievements.com/a355301/ninja-achievement","25","68","2.74","","2023-01-02T00:17:40.000Z",
"Young Souls","Still No Master","https://www.trueachievements.com/a355300/still-no-master-achievement","25","68","2.74","","2023-01-01T23:45:53.000Z",
"Young Souls","That's Better","https://www.trueachievements.com/a355311/thats-better-achievement","10","22","2.22","","2023-01-01T23:24:48.000Z",
"Young Souls","I See Dead Goblins","https://www.trueachievements.com/a355318/i-see-dead-goblins-achievement","50","136","2.73","","2023-01-01T22:48:37.000Z",
"Young Souls","Training Complete","https://www.trueachievements.com/a355307/training-complete-achievement","25","74","2.97","","2023-01-01T22:37:36.000Z",
"Young Souls","Treasure Hunter II","https://www.trueachievements.com/a355321/treasure-hunter-ii-achievement","40","114","2.86","","2023-01-01T21:55:09.000Z",
"Gunfire Reborn","Raging Winds","https://www.trueachievements.com/a375017/raging-winds-achievement","9","17","1.98","","2022-12-31T20:36:40.000Z",
"Young Souls","Badass","https://www.trueachievements.com/a355319/badass-achievement","50","140","2.81","","2022-12-31T08:29:54.000Z",
"Young Souls","Treasure Hunter III","https://www.trueachievements.com/a355322/treasure-hunter-iii-achievement","50","144","2.88","","2022-12-31T08:27:06.000Z",
"Young Souls","Treasure Hunter I","https://www.trueachievements.com/a355320/treasure-hunter-i-achievement","25","69","2.78","","2022-12-31T08:25:58.000Z",
"Young Souls","Gold Keeper III","https://www.trueachievements.com/a355317/gold-keeper-iii-achievement","25","94","3.77","","2022-12-31T06:30:33.000Z",
"Young Souls","Gold Keeper II","https://www.trueachievements.com/a355316/gold-keeper-ii-achievement","25","90","3.62","","2022-12-31T06:19:06.000Z",
"Young Souls","Gold Keeper I","https://www.trueachievements.com/a355315/gold-keeper-i-achievement","25","73","2.92","","2022-12-31T06:17:14.000Z",
"Hello Neighbor 2","Reunion","https://www.trueachievements.com/a378482/reunion-achievement","80","165","2.06","","2022-12-31T05:32:55.000Z",
"Hello Neighbor 2","Imprisonment","https://www.trueachievements.com/a378481/imprisonment-achievement","80","162","2.02","","2022-12-31T05:11:30.000Z",
"Hello Neighbor 2","Mad Scientist","https://www.trueachievements.com/a378483/mad-scientist-achievement","80","160","2","","2022-12-31T05:07:50.000Z",
"Hello Neighbor 2","Hidden Secrets","https://www.trueachievements.com/a378480/hidden-secrets-achievement","80","160","2.01","","2022-12-31T05:05:32.000Z",
"Hello Neighbor 2","Dog Person","https://www.trueachievements.com/a378484/dog-person-achievement","80","170","2.12","","2022-12-31T05:03:14.000Z",
"Hello Neighbor 2","Ancient Curse","https://www.trueachievements.com/a378479/ancient-curse-achievement","80","156","1.96","","2022-12-31T04:57:53.000Z",
"Hello Neighbor 2","Treasure Hunt","https://www.trueachievements.com/a378478/treasure-hunt-achievement","80","154","1.93","","2022-12-31T04:55:32.000Z",
"Hello Neighbor 2","Family Lost","https://www.trueachievements.com/a378477/family-lost-achievement","80","147","1.83","","2022-12-31T04:50:08.000Z",
"Hello Neighbor 2","Climber","https://www.trueachievements.com/a378486/climber-achievement","80","149","1.87","","2022-12-31T04:41:41.000Z",
"Hello Neighbor 2","Easy As Pie","https://www.trueachievements.com/a378476/easy-as-pie-achievement","55","95","1.72","","2022-12-31T04:26:09.000Z",
"Hello Neighbor 2","Cat Person","https://www.trueachievements.com/a378485/cat-person-achievement","80","151","1.88","","2022-12-31T04:11:25.000Z",
"Hello Neighbor 2","Shovel Night","https://www.trueachievements.com/a378475/shovel-night-achievement","55","88","1.6","","2022-12-31T04:02:13.000Z",
"Hello Neighbor 2","Case Closed","https://www.trueachievements.com/a378474/case-closed-achievement","55","87","1.58","","2022-12-31T03:59:33.000Z",
"Hello Neighbor 2","Welcome to Raven Brooks","https://www.trueachievements.com/a378473/welcome-to-raven-brooks-achievement","35","35","1","","2022-12-31T03:55:49.000Z",
"Gunfire Reborn","Wave-like Subtle Step","https://www.trueachievements.com/a374992/wavelike-subtle-step-achievement","10","20","2.05","","2022-12-30T19:34:43.000Z",
"Gunfire Reborn","Art of Explosion","https://www.trueachievements.com/a374937/art-of-explosion-achievement","10","19","1.91","","2022-12-30T06:14:49.000Z",
"Rainbow Billy: The Curse of the Leviathan","Thought Process.","https://www.trueachievements.com/a339960/thought-process-achievement","20","24","1.23","","2022-12-30T04:47:05.000Z",
"Rainbow Billy: The Curse of the Leviathan","There are no monkeys in these!","https://www.trueachievements.com/a339948/there-are-no-monkeys-in-these-achievement","20","24","1.21","","2022-12-30T04:29:52.000Z",
"Rainbow Billy: The Curse of the Leviathan","American Idle","https://www.trueachievements.com/a339934/american-idle-achievement","20","20","1","","2022-12-30T04:14:07.000Z",
"Gunfire Reborn","Everlasting Martyr","https://www.trueachievements.com/a374940/everlasting-martyr-achievement","7","10","1.55","","2022-12-30T02:43:24.000Z",
"Gunfire Reborn","Advanced Weapon","https://www.trueachievements.com/a375016/advanced-weapon-achievement","11","25","2.33","","2022-12-29T03:55:58.000Z",
"Gunfire Reborn","Field Proficiency","https://www.trueachievements.com/a374964/field-proficiency-achievement","6","10","1.75","","2022-12-29T03:54:06.000Z",
"Gunfire Reborn","Buzzer Beater","https://www.trueachievements.com/a374995/buzzer-beater-achievement","6","10","1.75","","2022-12-29T03:52:33.000Z",
"Gunfire Reborn","Slayer of Ichthyosaur","https://www.trueachievements.com/a374960/slayer-of-ichthyosaur-achievement","6","10","1.7","","2022-12-29T03:43:46.000Z",
"Gunfire Reborn","Chronic Disaster","https://www.trueachievements.com/a374978/chronic-disaster-achievement","5","7","1.48","","2022-12-29T02:44:18.000Z",
"Gunfire Reborn","Lava Hell","https://www.trueachievements.com/a374952/lava-hell-achievement","6","9","1.55","","2022-12-29T02:15:25.000Z",
"Gunfire Reborn","A Penny Left","https://www.trueachievements.com/a374958/a-penny-left-achievement","10","19","1.9","","2022-12-29T02:10:06.000Z",
"Gunfire Reborn","Philanthropist","https://www.trueachievements.com/a375008/philanthropist-achievement","15","48","3.23","","2022-12-29T01:57:43.000Z",
"Gunfire Reborn","Deft Move","https://www.trueachievements.com/a374962/deft-move-achievement","8","14","1.85","","2022-12-29T01:00:47.000Z",
"Gunfire Reborn","Abstracted Driver","https://www.trueachievements.com/a374951/abstracted-driver-achievement","10","26","2.6","","2022-12-29T00:48:28.000Z",
"Gunfire Reborn","Junior","https://www.trueachievements.com/a374963/junior-achievement","4","5","1.43","","2022-12-29T00:34:49.000Z",
"Gunfire Reborn","Mad Bomber","https://www.trueachievements.com/a374983/mad-bomber-achievement","6","11","1.83","","2022-12-29T00:32:38.000Z",
"Gunfire Reborn","Best Equipment","https://www.trueachievements.com/a374971/best-equipment-achievement","4","5","1.28","","2022-12-29T00:23:20.000Z",
"Gunfire Reborn","Enlightened Beast","https://www.trueachievements.com/a374942/enlightened-beast-achievement","3","3","1.22","","2022-12-29T00:22:28.000Z",
"Gunfire Reborn","All for Nothing","https://www.trueachievements.com/a374941/all-for-nothing-achievement","5","7","1.51","","2022-12-29T00:22:22.000Z",
"Gunfire Reborn","Lethal Gas","https://www.trueachievements.com/a374938/lethal-gas-achievement","7","11","1.67","","2022-12-29T00:22:21.000Z",
"Gunfire Reborn","Team Captain","https://www.trueachievements.com/a374986/team-captain-achievement","9","17","1.91","","2022-12-29T00:15:55.000Z",
